Date,Open,High,Low,Close,Volume
2020-01-01,16.80891140656921,17.007834198366755,16.560258865356445,16.560258865356445,767454
2020-01-02,16.60999027068002,16.95810230566899,16.46079723046382,16.709449768066406,930371
2020-01-03,16.609991875868396,16.659721629367468,16.41106906773512,16.510530471801758,660737
2020-01-06,17.157025597312234,17.306216744831712,16.261876815127007,16.411067962646484,1975577
2020-01-07,16.759182777056825,16.958103685078573,16.460798569421506,16.65972137451172,1160398
2020-01-08,16.60999100743479,16.60999100743479,16.162415661070106,16.261877059936523,818157
2020-01-09,16.659720507535067,16.659720507535067,16.31160656527738,16.411067962646484,814750
2020-01-10,16.411068209701952,16.560259359467384,16.162415661070106,16.261877059936523,710703
2020-01-13,16.261877309279537,16.361338709670996,16.06295450849662,16.112686157226562,803383
2020-01-14,16.013224199045332,16.26187674282843,16.013224199045332,16.06295394897461,692008
2020-01-15,16.112686157226562,16.261877309279537,15.864032656247918,16.112686157226562,565382
2020-01-16,16.261877309279537,16.261877309279537,16.013224756835104,16.112686157226562,700104
2020-01-17,16.16241590888808,16.311607060941054,15.963493108105164,16.112686157226562,603433
2020-01-20,16.31160761525277,17.256488105478528,15.864033195349867,16.162416458129883,2112142
2020-01-21,16.162415345901522,16.311606492757708,16.013224199045332,16.06295394897461,561390
2020-01-22,16.21214575161847,16.21214575161847,15.864032745361328,15.864032745361328,670756
2020-01-23,15.91376225456659,16.212144538012396,15.86403155781424,16.01322364807129,536706
2020-01-24,16.11268504157599,16.162414789794195,15.963492002784793,16.01322364807129,390540
2020-01-27,15.963493197777275,16.06295459872744,15.814302044886245,15.864032745361328,329379
2020-01-28,15.963492888066824,16.01322453611127,15.615379888563481,15.66511058807373,422146
2020-01-29,15.714841443550872,15.864032595028112,15.665110743547055,15.764572143554688,262291
2020-01-30,15.764571673375528,15.764571673375528,15.416457732265538,15.466188430786133,302847
2020-01-31,15.51591912930673,15.764571673375528,15.416457732265538,15.466188430786133,370772
2020-02-03,15.466188701475534,15.466188701475534,14.670500356822396,14.720231056213379,465146
2020-02-04,14.81969165802002,15.018614457618307,14.720231206755082,14.81969165802002,395506
2020-02-05,14.819691024216787,15.316996104875528,14.819691024216787,15.018613815307617,435534
2020-02-06,14.968883406465977,16.609990773437158,14.968883406465977,15.814301490783691,3805669
2020-02-07,15.665110364738036,15.764571762340521,15.068343876191484,15.217535972595215,1378187
2020-02-10,15.21753646747784,15.21753646747784,14.819691812663951,14.919153213500977,453014
2020-02-11,15.0683443662223,15.118075066640813,14.869422513082464,14.919153213500977,293919
2020-02-12,15.06834364834397,15.06834364834397,14.72023065906743,14.7699613571167,253679
2020-02-13,14.819691191869236,14.869421890204539,14.421847502255178,14.521308898925781,385402
2020-02-14,14.421847676977936,14.571038825257137,13.974273283606149,14.024003982543945,444991
2020-02-17,14.123464109871506,14.123464109871506,13.725620424508318,13.825080871582031,280673
2020-02-18,13.924542765770441,13.924542765770441,13.427237666992927,13.52669906616211,423782
2020-02-19,13.675890522751041,13.924543077710151,13.526699369189265,13.725621223449707,376249
2020-02-20,13.924543077710151,13.974273778408818,13.576429121353708,13.725621223449707,384069
2020-02-24,13.675890464157195,13.725621164642792,13.228316056855258,13.377507209777832,383321
2020-02-25,13.377507307293236,13.526699409837562,13.079124050738805,13.128854751586914,379134
2020-02-26,13.128854539440677,13.128854539440677,12.631549436063876,12.681280136108398,567024
2020-02-27,12.681279825593867,12.830470973540121,12.432627279993987,12.4823579788208,488712
