Date,Open,High,Low,Close,Volume
2020-01-01,93.77016048756848,94.18283810180404,92.89894908121767,93.44918823242188,12896434
2020-01-02,93.6326045448007,96.15454055211089,93.3116322704772,95.78771209716797,18704405
2020-01-03,95.32917528214524,95.32917528214524,91.79846638218997,92.48626708984375,24439056
2020-01-06,91.6608966670992,91.6608966670992,87.44238743569254,87.85507202148438,30549236
2020-01-07,89.50579345700203,90.01018341930728,86.89215228112545,88.1760482788086,31124816
2020-01-08,86.20435472696616,87.85507921189543,85.74582092522698,87.39654541015625,26770478
2020-01-09,89.1848185678286,89.87261922516404,88.5428740863169,89.23067474365234,21511429
2020-01-10,89.64335594532244,90.74383424265824,88.63458300665289,89.00141143798828,22583687
2020-01-13,89.32238414168329,89.96432865225172,88.95555570849973,89.45994567871094,15182504
2020-01-14,89.7809143398321,90.5145641801589,88.4511621973589,89.689208984375,14721468
2020-01-15,89.50579880893275,90.14775034449448,88.31361509432507,89.87262725830078,17552783
2020-01-16,89.87261559938875,90.78968310550496,89.27652032107925,89.55164337158203,15395112
2020-01-17,88.03848757262912,90.10188962511262,87.21312535230166,89.27652740478516,16846301
2020-01-20,89.73506253370512,89.73506253370512,86.47947677808155,86.84629821777344,20296585
2020-01-21,86.84630232783388,87.76336996380539,86.29606314558514,86.89215850830078,16440135
2020-01-22,87.57995524304435,87.80922214158635,85.74582005470835,86.47947692871094,16534303
2020-01-23,86.38776497478588,88.26775635026493,86.20435425376523,87.02971649169922,17790397
2020-01-24,87.12141463341835,88.54287209189474,86.98385310571582,87.6716537475586,21508398
2020-01-27,85.51655487765335,86.11265022519632,84.37022036186711,84.69119262695312,44570494
2020-01-28,84.96631252556209,85.97508546231923,84.59948409492212,85.47069549560547,23833458
2020-01-29,85.97509354761645,86.3877711979766,85.6082650824791,85.92923736572266,14424795
2020-01-30,85.74581860413545,85.79167478173629,84.37021723615467,85.37899017333984,18403471
2020-01-31,85.74581811226552,86.29605725696739,84.73704518086704,85.01216125488281,22498038
2020-02-03,81.52730267648037,81.8941310781862,78.31756640572658,78.7761001586914,27702836
2020-02-04,79.60147083084763,80.61024379597661,78.95951931000513,79.8765869140625,21444489
2020-02-05,80.24341273413867,81.34389102439587,79.78487894708645,80.83950805664062,18282043
2020-02-06,81.25218873632924,84.82875380980656,80.70194957041056,84.04924774169922,31183865
2020-02-07,83.95754285319543,85.05802119123315,82.76535215642903,84.41607666015625,19744328
2020-02-10,84.23266071662299,84.64534534959749,82.16925854176286,82.62779235839844,12920134
