Date,Open,High,Low,Close,Volume
2020-01-01,0.6156958916793975,0.6323366798579034,0.6003870164139367,0.6223523616790771,513600
2020-01-02,0.6349994848252722,0.6369963724236831,0.601717965340877,0.617692768573761,451650
2020-01-03,0.6323367056949005,0.6503083363249985,0.5691033029243628,0.5904027223587036,1268550
2020-01-06,0.615695904853976,0.615695904853976,0.5604499342236918,0.5611158609390259,343725
2020-01-07,0.5850781328341017,0.6230183390375063,0.5664404574803347,0.5830812454223633,668100
2020-01-08,0.552462524249282,0.6043807081074943,0.5371536480761239,0.5671064853668213,279825
2020-01-09,0.5990561260758583,0.5990561260758583,0.5617808336718739,0.5644436478614807,606675
2020-01-10,0.5724311041871349,0.5990561527009529,0.5724311041871349,0.5884059071540833,1243425
2020-01-13,0.5990561573160879,0.5990561573160879,0.5677714066881279,0.5784216523170471,1708875
2020-01-14,0.5850781607262409,0.5857430757646848,0.5604499409849198,0.5724310874938965,432225
2020-01-15,0.6057116285363207,0.6110371972684988,0.5378185867806401,0.5697682499885559,734250
2020-01-16,0.5631127570528432,0.579752534157557,0.5591190415368182,0.5691033005714417,196950
2020-01-17,0.6043807056202539,0.612368136799686,0.5857430884841428,0.5983901619911194,2149650
2020-01-20,0.612368099727242,0.6243492457710579,0.5997210269859127,0.6010529398918152,640050
2020-01-21,0.5923996203761299,0.6090404095294008,0.5897368060789504,0.5950624346733093,105900
2020-01-22,0.5904027347113923,0.6256801890031426,0.5884059066587844,0.6163618564605713,325350
2020-01-23,0.6170277915045174,0.6516392600088367,0.6123681490835027,0.6243492960929871,730650
2020-01-24,0.6017179286344685,0.6629553946739215,0.6017179286344685,0.6549680233001709,1756350
2020-01-27,0.6849207828545438,0.6855857573772607,0.6396581201966856,0.6636203527450562,728850
2020-01-28,0.6529711609733337,0.6922423306849086,0.6523052342344351,0.6789302825927734,692700
2020-01-29,0.6915763195076398,0.7188673531320657,0.6589617403710603,0.7075511813163757,3236625
2020-01-30,0.7075511983144593,0.7295165445628472,0.6789302744316027,0.6955700516700745,443325
2020-01-31,0.7321793633918193,0.7321793633918193,0.6809271066990041,0.6855857968330383,474750
2020-02-03,0.6409900706101663,0.6629554170168532,0.585743086605934,0.6017179489135742,1579200
2020-02-04,0.625015185733418,0.625015185733418,0.5857430654549302,0.5990561246871948,426675
2020-02-05,0.5557903088503554,0.6323367124987153,0.5557903088503554,0.6296738982200623,942600
2020-02-06,0.6256801737363461,0.6523052215780925,0.6190246556618859,0.6250151991844177,506850
2020-02-07,0.6130340823548135,0.6316706865688695,0.5930655057317595,0.6077084541320801,83175
2020-02-10,0.5997210397139354,0.6403240612416873,0.5990561246871948,0.5990561246871948,576150
2020-02-11,0.6449837701614064,0.6449837701614064,0.5804184553102616,0.6103712916374207,489450
2020-02-12,0.5857430696487427,0.6496423980076678,0.5724310815169494,0.5857430696487427,641175
2020-02-13,0.5797525322656354,0.587074988722298,0.5651095832112798,0.5724310874938965,402825
2020-02-14,0.5943964202579385,0.5950624064773538,0.5657745451618589,0.5744279026985168,192150
2020-02-17,0.5651095917657398,0.5651095917657398,0.5205128533452436,0.5245065689086914,686325
2020-02-18,0.5324939725440997,0.5331598992431676,0.5078657537014646,0.5318280458450317,451725
